,Text
848,RT @AndrewFeinberg: This thermobaric explosion is a war crime.  https://t.co/4okmx2kUSU
849,"Fighting JABODETABEK ARMY.
Semoga Kita menang war tiket jam 20:00 nanti. 😂😭"
850,@PaulSorrentino3 @LumpyLouish They are the party of war. #NoMoreWar
851,"RT @JoeyTanos: #Breaking People protesting the war in Russia are refusing to let cops take anyone, and de-arresting (jail breaking) when th…"
852,"RT @_N_eko_: NO WAR

#NoWar #невойне #Противійн #鉛筆画 #シャーペン画 #絵 https://t.co/vvSBUbdGph"
853,"O goodness - Dianne Abbott just said ""Putin thought his tanks could just roll into Croatia"" live on TV - yes we all have brain farts but surely she can focus enough on events to know where a war is, even if her maths are terrible!"
854,"RT @IAPonomarenko: Oh guys, fucking hell… 
As the storm of Putin’s war gathered, I was begging my mom to leave Volnovakha. 
She did not wan…"
855,"RT @IAPonomarenko: It looks like Belarusian military has finally joined Putin’s war.
Not surprising at all, but this is so sorry to see."
856,"@zeitonline @mrcfhr Wie war das noch? "" ...ich habe ein Kind gesehen....und noch gibt es Hoffnung..."""
857,"RT @7sameDd3: WAR""STREET""⛩️ ( KOMUSO:MONK )☠️
The universe is a collection comprises 107 character normal 77 rare 21 and 9 (very rare) boss…"
858,"RT @newscientist: Lack of power and oxygen is affecting hospitals in Ukraine, while millions of people fleeing the war will be at risk from…"
859,@steveoatley This is going to get bad for us. And unfortunately i think it's going to cause another war.
860,"@BBCWorld @BBCPolitics Cause and consequences, on the third rock 🌏 from the sun ☀️One 🌏 one people! As they applaud Roberta Metsola, speech, which has unfortunately laid down the foundations for a Third World War! ⚛️ Now Europe go to WAR! More blood, more lives lost! Not Leaders in ⚛️⚛️ shelters!"
861,以下のキャンペーンに賛同をお願いします！「ウクライナへの戦争に反対します！ / STOP WAR IN UKRAINE!」 https://t.co/qTf0saGRzb @change_jpより
862,"RT @MeckelFoxStudio: 🇺🇦To my Ukrainian friends🇺🇦 You’re all in my prayers.🙏❤️💕Let’s end this war.

#meckelfoxstudio #ArtistOnTwitter #Ukrai…"
863,"RT @matt_odonnell: Heard during a phone call between a Ukrainian citizen and relatives who live in New Jersey:
""Five days ago, we lived pea…"
864,"Gen 4th war always interesting, go little rockstar"
865,"RT @C_Barraud: 🇷🇺 🇫🇷 EX-RUSSIA PRESIDENT AND TOP SECURITY OFFICIAL DMITRY MEDVEDEV TWEETS, IN REPONSE TO COMMENTS BY #FRANCE OF DELIVERING…"
866,RT @deadeyebrakeman: Fans of what? The war?
867,RT @SakiSamoa7: It is happening what I feared: in Italy they are using the war to justify the extension of the state of emergency till dec…
868,RT @nytimes: President Volodymyr Zelensky of Ukraine pleaded for EU membership for his country in an emotional speech to the European Parli…
869,@akantjas @gdibner @louicop @nathanbenaich Need to repurpose all those crypto GPUs for something I guess now there's a war going on... Mining Bitcoin certainly won't stop Putin's hoardes in their tracks. Time to use the information wars against him like he did with Brexit and Trump.
870,"RT @RadioFreeTom: If NATO did intervene, and Russia widens its war to go after NATO nations, they will lose. But first, there will be a ral…"
871,"RT @strategywoman: 7:32 am in #Kyiv. Slept not so well but it’s ok. 
Today is March 1 &amp; we have a snow in the capital.
I’ve heard for the f…"
872,"RT @davidgilmour: Russian soldiers, stop killing your brothers. There will be no winners in this war.

My daughter-in-law is Ukrainian and…"
873,"Russia-Ukraine War is going to Expand into All of Europe. It Appears WW3 Has Just Began. Read Your Bible &amp; Holy Koran.

For the Atheists Who Don’t Believe in Prophecy, Just Keep Living as WW3 Unfolds Before Your Very Eyes.
 https://t.co/4IvFkLUHeD"
874,"RT @AJEnglish: ⚡Russia-Ukraine war updates: 1 March 👇
https://t.co/LereyN6r4O"
875,"RT @PashaYouz: Not GM
I don't know what day of the week it is
I don't know what day of the month
I know that today is the sixth day of the…"
876,"RT @thejb_stan: Worth remembering, as people talk about prosecuting people for war crimes, that the US's official position is that if an Am…"
877,"Georgia and Ukraine need a path to NATO/OTAN. World War 3 has already started, time to assimilate it and take action. Putin only got emboldened by his success in detaining Georgia from joining NATO. Now he invades Ukraine. @POTUS what do you think is next?"
878,RT @nytimes: President Volodymyr Zelensky of Ukraine pleaded for EU membership for his country in an emotional speech to the European Parli…
879,"@BBCWorld Hello, world💔
Please understand that no country is safe from war while Putin is ruling Russia. 
The world will never be the same again!
#ukraine #shutheukrainiansky #stopwar #stopputin #savelives #StandWithUkraine️ 

ASSISTANCE TO THE UKRAINIAN ARMY – https://t.co/nb9711h0qe"
880,@FedorovMykhailo Your tweet was quoted in an article by nytimes https://t.co/CKloGfCfKG
881,"RT @eucopresident: More and more countries are engaging in an anti-war coalition. 

Along with people from around the world.
 
With one com…"
882,"@srpropios Vos de war, contexto, o situación mundial, o crisis energética no entiendes lo que significa, verdad?
Ojalá el tubo del surtidor te haya penetrado bien, así también guardadste nafta en intestino delgado y el colon. Por más que te guste, ojo con la presión, peritonitis y reventas,"
883,"Russia Ukraine War : ऐन युद्धातच पठ्ठ्याने उडवला लग्नाचा बार, युक्रेनियन मुलगी झाली भारताची सून, सोशल मीडियावर फोटो व्हायरल

#RussiaUkraineWar #RussiaUkraineCrisis 

https://t.co/2VNB0Xdkqg"
884,"RT @JosepBorrellF: Spoke to @DmytroKuleba. The shelling against civilian infrastructure yesterday in #Kharkiv violates the laws of war.

Th…"
885,"russia ukraine war news: Russia Ukraine War News: যুদ্ধের পোশাকে Ukraine-এর 'সেরা রূপসী', লাস্যের চ্ছটায় মাত নেটপাড়া - miss grand ukraine anastasia lenna posts photos of her in military outfit carrying guns | Eisamay https://t.co/nuQtAAutnc via @Ei_Samay"
886,"maaf bgt kalo mau berpendapat/ war jgn mengatasnamakan satu fandom dong, ga semua orang satu opini sama pendapatmu, ntar yg ga ngapa2in keseret kan kesel:("
887,"RT @sumlenny: Just a naive reminder: it’s not Putin who shells residential areas in Kharkiv and Kyiv now, or shelled in Mariupol in 2015. T…"
888,@idreesali114 Get the Ukrainians what they need to start turning it into 40 miles of scrap metal. Make it another Highway of Death from the first Iraq war.
889,RT @MoeedNj: Those were the Days! When Putin kept quiet &amp; Bush launched an illegal criminal war against Iraq destroying more than a million…
890,"They're also using footage of destruction caused by the ongoing civil war, despite Russian forces not being involved."
891,@SBareebe The war between the landlord and the i is like the war between North Korea 🇰🇵 and America 🇺🇸
892,"RT @cathymcmorris: 🚨 @RepWesterman and I just introduced the “American Energy Independence from Russia Act.”

It requires @POTUS to unleash…"
893,RT @NilanjanDasAITC: 21-year-old Indian student Naveen Shekhararappa Gyanagoudar lost his life in shelling in #Ukraine. He was a final year…
894,Context: these T-shirts are part of the war merch being hacked by RT editor in chief Margarita Simonyan https://t.co/SJpgpYyuQo https://t.co/pNc2Hb65He
895,RT @Zerugebre1: The atrocities committed in the 16 months-long war on #Tigray are underreported due to lack of access. Lack of communicatio…
896,"Man of principle 
My cats peeing on the floor is a situation
Putin's War is an invasion https://t.co/q6DDwVcjHT"
897,"RT @AJEnglish: ⚡Russia-Ukraine war updates: 1 March 👇
https://t.co/LereyN6r4O"
898,RT @ElectricStarGar: NATO goes to war against Russia https://t.co/tUbMJEGQoM
899,"Whether or not NATO should listen to him, well, debate away. But don’t expect a guy to be concerned with *world* war when his world is already at war."
900,"RT @womenncri: Attack on #Ukraine and the war of occupation is condemned

The support of Ali Khamenei’s Friday prayer leaders, Ebrahim Rais…"
901,RT @vijaygajera: Although I can understand the situation of Indian students who are trapped in Ukraine but see the mindset of some of the s…
902,"RT @IAPonomarenko: In case you were interested, this is how a sealed subway station look like in Kyiv.
The Soviets designed them as potenti…"
903,A Soldier can win a war but a Leader can stop a war. #UkraineRussiaWar
904,"RT @carolecadwalla: “NATO is afraid of World War III. But it has already started. And it’s Ukrainian children taking the hit”

Brilliant, i…"
905,"RT @CrapballsMcGee: Sasha chose to stay in Ukraine to take care of her animal rescues. Last night, a Russian rocket hit her home. Her son f…"
906,"RT @TimesNow: Indian embassy did not reach out to students stuck in Kharkiv, alleges father of K'taka boy killed in shelling

#PutinEscalat…"
907,RT @Reuters: The moment dozens of diplomats from the European Union and United States walked out of a speech by Russian Foreign Minister Se…
908,RT @AndrewFeinberg: This thermobaric explosion is a war crime.  https://t.co/4okmx2kUSU
909,"RT @FXMC1957: To anyone who thinks we can risk nuclear war, here is a comparison between the Hiroshima and Nagasaki nuclear bombs and moder…"
910,"@Haggis_UK Raab simply doesn’t care. He has a lovely tan- where did he jet off to over half term whilst a war was brewing, I wonder?"
911,RT @costanzalifee: what a fuckin' LEGEND. Only man that can convince even a b!tch like me to go to war. #UkraineRussiaWar  #Ukraine #Russia…
912,"RT @Xhakaed: So just to be clear, it’s now ok in the U.K. to randomly pack up, go abroad and join fighting in a war the U.K. is not involve…"
913,"RT @tesssummers98: While we're distracted with war, today the WHO Global Pandemic Bill overpowers countries laws -Geneva March 1st 2022 htt…"
914,"RT @PJSS06: วัยรุ่นโตเกียว (ดูดขนมโตเกียว) โอยขำาาา🤣🤣🤣🤣

IGs. warwanarat

War Wanarat 
#warwanarat @warwanarat #หยิ่นวอร์ https://t.co/jrVM…"
915,"RT @davidgilmour: Russian soldiers, stop killing your brothers. There will be no winners in this war.

My daughter-in-law is Ukrainian and…"
916,"RT @laurenboebert: Biden says we are psychologically unable to feel happy about how much better he has made things.

Putin is threatening n…"
917,"@NYDailyNews n the name of Sanity we are calling upon the Russian Generals and Admirals to Stop This War and stop the killing of innocent men, women and children in The Ukraine ! https://t.co/FjrNhjlPwS"
918,"RT @GordonGChang: This moment feels like a turning point in history, a transition from general peace to continual war."
919,¡Echa un vistazo a mi transmisión desde mi PlayStation 4! #PS4live (Call of Duty®: Black Ops Cold War)  live at https://t.co/UDersFmrBt
920,RT @sbg1: Russia’s barbaric attack on Kharkiv suggests they have moved to the destroying Ukraine in order to *save* it phase of this hell w…
921,Absolutely disgusting. Russia should never again compete if the Ukrainian people are slaughtered. They should not be rewarded for their war crimes. https://t.co/pshJpEH6DI
922,"RT @mikegalsworthy: An appalling title for an article.

No-one on the side of humanity is having a “good war”. The notion that this is abou…"
923,"@KeviSkillz Well I'm choosing AW, BO3, Cod4,  BO2, MW3,  WaW, IW, MW2, BO4 and Black ops cold war that's all."
924,"RT @MoonLight230ii: เห็นทั้งคู่ใส่ชุดแบบนี้แล้วใจฟูมาก ดูดีกันสุดๆ ขอซีรีส์แนววัยทำงานให้ทีเถอะ ดูสิ!! ลุคมันได้ มันใช่มากอะ ❤❤❤

#warwanar…"
925,RT @SheReadsNews: I mean it's literally the actual middle of a war right? Generally state propaganda (any state with an interest here) at t…
926,"@RadioFreeTom Yes. This isn't a proxy war. If NATO intervenes, it's a direct NATO-Russia conflict. You would hope that Russia wouldn't go nuke over an attack outside their homeland, but this is not a time to gamble on Putin's judgment."
927,RT @TTyrannicide: When the rich wage war it’s the poor who die. https://t.co/fzdcG6Rhgh
928,RT @Sherelle_E_J: The number of people who are utterly incapable of grasping that a person can both think NATO expansionism was a strategic…
929,"RT @KimShirley123: @Haggis_UK "" No fly zone "" Insane. People don't fully understand what that means. Stephen Hawkins thought possibility ma…"
930,"RT @sirstallings: End War 
End Homeless"
931,RT @ashoswai: The Hindu Right-Wing regime has failed miserably to rescue Indian students from the war in Ukraine. One Indian student has di…
932,@sanjaykumarLS @KMadhuk03788472 Study history..stidy about Kuwait war if you have the time. Thank God #Congress was in power.
933,RT @ashoswai: The Hindu Right-Wing regime has failed miserably to rescue Indian students from the war in Ukraine. One Indian student has di…
934,"RT @XSalaimartin: ""Putin may have already lost the war"". Brilliant insight from @harari_yuval :  https://t.co/NVoK5Wq4vA"
935,"RT @olgatokariuk: 'Ukrainian people are asking for the West to protect our sky, asking for a no fly zone. We are getting the response that…"
936,"RT @googleeurope: Due to the ongoing war in Ukraine, we’re blocking YouTube channels connected to RT and Sputnik across Europe, effective i…"
937,I am responsible for the start and end of this war.
938,RT @draditinerurkar: Supporting Ukrainian’s’ mental health includes highlighting their resilience but also honoring the depth of their trag…
939,"RT @wowarriors_io: WoWarriors is launching the #peace campaign. 

Get 777 FREE limited edition 'PEACEVVERSE' #NFT to unlock future perks on…"
940,"RT @SusieFlintham: @PeterStefanovi2 @BorisJohnson Article 147 of 4th Geneva Convention defines a war crime as ""inhuman treatment, including…"
941,"RT @IAPonomarenko: In case you were interested, this is how a sealed subway station look like in Kyiv.
The Soviets designed them as potenti…"
942,@WorkClassTories @kateferguson4 @DPJHodges We can fight Belarus now as they joined the war just hours ago. They are not Russia. Fair game now 😈
943,"I get the point of the article, but one man’s “please, no more war” is harangued as if he were pulling a trigger himself while another’s is bravely scrawled as a hero. Seems inconsistent at best, to me. https://t.co/xtJmqRmFGZ https://t.co/MZH8QoX6Y8"
944,"@Claudia77383293 @SWagenknecht Vielleicht hat sie ja den Draht zu Oscar nicht mehr, der war da doch mit dran beteiligt oder..."
945,RT @mohammed_masu: It’s imperative that the UK intervene &amp; hold all perpetrators of #TigrayGenocide accountable. Invading forces cont. to c…
946,"RT @EliotHiggins: It's not a question of whether or not war crimes are happening, because they clearly are, but whether there's going to be…"
947,@FoxNews Biden’s cool head kept us out of nuclear war you stupid SOB’s…
948,"France threatens to ‘cause the collapse of the Russian
economy’ 
https://t.co/hThYogh2fc"
949,"Peace , not war. 
We are one world
Please smile to everyone , not treat everyone as enemy.
 We will not bring anything from this world when we die. 

Do good thing to everyone.
I love you 💕 https://t.co/Yt8aDRj8Ne"
950,RT @ashindestad: Yet another #SensibleCentrist who's thirsty for a war that they will be watching from their QLED television while REAL PEO…
951,"RT @IAPonomarenko: In case you were interested, this is how a sealed subway station look like in Kyiv.
The Soviets designed them as potenti…"
952,"@NicCicutti @ukiswitheu You don't have to drink-drive to cause an accident, but if you do there's a legal consequence. We also have international laws about war.

The reason why some states use other means to influence enemy nations is because to do what Putin has done is illegal and unforgivable."
953,"@MerielMyers Maybe, I din't know. We have to wait and see what happens or we fight back. We have to get through to all these anti pacifist people that war is no good for anyone."
954,"RT @disarmonia: https://t.co/M4v7NLJvWz

So I spoke to @bbc yesterday, tried to raise awareness about the genocide and war crimes happening…"
955,RT @AthertonKD: A fun quirk of history is this man almost sparked a shooting war with Russia over an airport in Kosovo in 1999 and James Bl…
956,"RT @OpIndia_in: यूक्रेन-रूस युद्ध में एक भारतीय छात्र की भी मौत, एयरफोर्स की तैनाती कर सकती है मोदी सरकार

#Ukraine #Russia

https://t.co/A…"
957,RT @sbreakintl: Intelligence acquired since the beginning of the Russian military operation over Ukraine has shown an immense lack of logis…
958,"RT @IAPonomarenko: In case you were interested, this is how a sealed subway station look like in Kyiv.
The Soviets designed them as potenti…"
959,RT @parismarx: People need to stop treating war as though it’s Hollywood blockbuster
960,"RT @YinOFFICIALTH: เคลียร์คิวให้พร้อม 
12 มีนาเจอกันค้าบบบ😄

📍CentralPlaza Lardprao
เวลา  17.30-18.30 น.

#destinyclinicyinwar
#yinyin_anw…"
961,@o_finest With the slavery and harsh conditions they used in building stadiums for the WC? Morals are morals. You don't have morals on war and ignore it when it comes to poor working conditions.
962,"RT @IAPonomarenko: In case you were interested, this is how a sealed subway station look like in Kyiv.
The Soviets designed them as potenti…"
963,"RT @SkyNews: 'For some people, this day is their last one'.

Ukrainian President Volodymyr Zelenskyyy says ""thousands of people"" have been…"
964,"RT @nytimes: As antiwar protests continued across Russia, the police detained at least 411 people in 13 cities on Monday, an activist group…"
965,RT @DesireeCBailey: Solidarity is one thing but the easy slippage into glorification of war is chilling.
966,"RT @MedvedevRussiaE: Today, some French minister has said that they declared an economic war on Russia. Watch your tongue, gentlemen! And d…"
967,RT @ChristopherJM: In new address Zelensky calls Russia’s strike on central Kharkiv and the administration building a war crime and a consc…
968,"@Awmyrealnameis1 @kevinbaker This is a true story. As horrible as this is, the propaganda is so strong in Moscow that it took this for some citizens to realize the war was happening."
969,"RT @UnSubtleDesi: Poland steps up to help Indian students fleeing Ukraine: Here is how decades ago, an Indian Maharaja had sheltered Polish…"
970,No WAR STOP PUTIN
971,"@DominiqueTaegon The people most vocal are those who’d never get their hands dirty and be cowering in a bunker, if war ever came to the UK."
972,"Neither NATO nor the EU will allow UKR to join, at least during the war, unless they want to declare war on RUS. They only want dollars.🙁"
973,RT @SergiyKyslytsya: HRC members walk out once Lavrov’s video began to play in the session of the Council. Enough of exposure to the derang…
974,"RT @googleeurope: Due to the ongoing war in Ukraine, we’re blocking YouTube channels connected to RT and Sputnik across Europe, effective i…"
975,"RT @jpaulgoode: Everyone keeps asking what's motivating Russia in this war. Now, TV is the primary means by which most Russians get their n…"
976,"@Ibra_official please do something against Putin an war !!!! 
#zlatanibrahimovic #CaptainAmerica"
977,"RT @ArvindChaturved: Million Ruble Gyan: 
1. War is not started by anyone.
  War JUST happens.
2. It is EASY to start a War. Very difficult…"
978,"RT @kylegriffin1: THE HAGUE, Netherlands (AP) — International Criminal Court prosecutor to open probe into possible war crimes or crimes ag…"
979,"RT @NathanHRubin: Following sanctions, Putin has begun referring to his enemy as “the west”.

Not just Ukraine. But all of us, collectively…"
980,"RT @jeremycorbyn: Nobody wins a war.

War is a defeat for all of us.

https://t.co/683pEtZnFt"
981,"Seven tips to help parents explain Russia's war in Ukraine to kids – and deal with what they're hearing about at school

Via The Sun : Tue, 01 Mar 2022, 12:21:04 GMT

https://t.co/QZdWV8tcIt"
982,"@DPJHodges
 Surely a humanitarian peace keeping force of UN peacekeepers wouldn't be seen as an act of war against Russia, would it? @UN"
983,"@Socialist_Crow @IanDunt A world war involving nuclear powers is indeed worst than the annexation of Ukraine. I, and it looks like all Western governments argue that there's a way to counter this annexation without the threat of an all-out nuke war."
984,RT @MandarSawant184: Vedya...war zone mhanje kaay asta mahit aahe ka tula?
985,"RT @SkyNews: ""We have a desire to see our children alive"" - President Volodymyr Zelenskyy tells the European Parliament in a virtual addres…"
986,"RT @OwenJones84: This Ukrainian journalist is understandably traumatised by the criminal invasion of her homeland.

Boris Johnson is noneth…"
987,"RT @terrelljstarr: This is quite the harrowing account of what it is like to travel around Ukraine, a country in war, by my bud and @ACEura…"
988,"RT @Chellaney: ""Xi has picked a border fight with India that China cannot win. India, by locking horns with China in military standoffs des…"
989,@andersostlund @Den_2042 Russian war crimes
990,"RT @Have_thatgoing4: Biden is such a genius that we're funding both sides of this war.

Next level thinking."
991,@RichardGrenell The Cold War is back.
992,"@PippaCrerar @ukLabour yet to catch up with this Tory led initiative ...
https://t.co/5CZ2n3VGSf"
993,RT @TaneNFT: Make art not War @andrwwang @reli3fxyz 💙💛 https://t.co/OV2OkN6ICd
994,"WAR in February Prediction 
Made Last RED October Comes True
https://t.co/v8YOKjA0mq
A Prince Harry Story -
They Do Not Want You To Know :
Royal Sandringham Estate 666 Killing Fields -
New Years Day Find - Jack The Ripper Crime

776,666 Views
https://t.co/5IWZGIsaaE

--"
995,"I am sure some people will comment below that I am wrong, this is great because #bitcoin is being used to help people in Ukraine or suffering under sanctions. I doubt the pump is increased usage, perhaps war speculation, financial collapse hedge, who knows."
996,RT @nytimes: President Volodymyr Zelensky of Ukraine pleaded for EU membership for his country in an emotional speech to the European Parli…
